id,published,lastModified,description,severity,cvssScore
CVE-2000-0484,2000-06-15T04:00:00.000,2025-04-03T01:03:51.193,Small HTTP Server ver 3.06 contains a memory corruption bug causing a memory overflow. The overflowed buffer crashes into a Structured Exception Handler resulting in a Denial of Service.,MEDIUM,
CVE-2000-0529,2000-06-19T04:00:00.000,2025-04-03T01:03:51.193,Net Tools PKI Server allows remote attackers to cause a denial of service via a long HTTP request.,MEDIUM,
CVE-2000-0561,2000-06-19T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in WebBBS 1.15 allows remote attackers to execute arbitrary commands via a long HTTP GET request.,HIGH,
CVE-2000-0500,2000-06-21T04:00:00.000,2025-04-03T01:03:51.193,"The default configuration of BEA WebLogic 5.1.0 allows a remote attacker to view source code of programs by requesting a URL beginning with /file/, which causes the default servlet to display the file without further processing.",MEDIUM,
CVE-2000-0608,2000-06-21T04:00:00.000,2025-04-03T01:03:51.193,NetWin dMailWeb and cwMail 2.6i and earlier allows remote attackers to cause a denial of service via a long POP parameter (pophost).,MEDIUM,
CVE-2000-0609,2000-06-21T04:00:00.000,2025-04-03T01:03:51.193,NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to cause a denial of service via a long username parameter.,MEDIUM,
CVE-2000-0539,2000-06-22T04:00:00.000,2025-04-03T01:03:51.193,"Servlet examples in Allaire JRun 2.3.x allow remote attackers to obtain sensitive information, e.g. listing HttpSession ID's via the SessionServlet servlet.",MEDIUM,
CVE-2000-0540,2000-06-22T04:00:00.000,2025-04-03T01:03:51.193,JSP sample files in Allaire JRun 2.3.x allow remote attackers to access arbitrary files (e.g. via viewsource.jsp) or obtain configuration information.,MEDIUM,
CVE-2000-0610,2000-06-23T04:00:00.000,2025-04-03T01:03:51.193,NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that contains a carriage return.,MEDIUM,
CVE-2000-0611,2000-06-23T04:00:00.000,2025-04-03T01:03:51.193,"The default configuration of NetWin dMailWeb and cwMail trusts all POP servers, which allows attackers to bypass normal authentication and cause a denial of service.",MEDIUM,
CVE-2000-0593,2000-06-27T04:00:00.000,2025-04-03T01:03:51.193,WinProxy 2.0 and 2.0.1 allows remote attackers to cause a denial of service by sending an HTTP GET request without listing an HTTP version number.,MEDIUM,
CVE-2000-0596,2000-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.x does not warn a user before opening a Microsoft Access database file that is referenced within ActiveX OBJECT tags in an HTML document, which could allow remote attackers to execute arbitrary commands, aka the ""IE Script"" vulnerability.",HIGH,
CVE-2000-0597,2000-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Microsoft Office 2000 (Excel and PowerPoint) and PowerPoint 97 are marked as safe for scripting, which allows remote attackers to force Internet Explorer or some email clients to save files to arbitrary locations via the Visual Basic for Applications (VBA) SaveAs function, aka the ""Office HTML Script"" vulnerability.",HIGH,
CVE-2000-0571,2000-07-05T04:00:00.000,2025-04-03T01:03:51.193,LocalWEB HTTP server 1.2.0 allows remote attackers to cause a denial of service via a long GET request.,MEDIUM,
CVE-2000-0576,2000-07-05T04:00:00.000,2025-04-03T01:03:51.193,Oracle Web Listener for AIX versions 4.0.7.0.0 and 4.0.8.1.0 allows remote attackers to cause a denial of service via a malformed URL.,MEDIUM,
CVE-2000-0603,2000-07-07T04:00:00.000,2025-04-03T01:03:51.193,"Microsoft SQL Server 7.0 allows a local user to bypass permissions for stored procedures by referencing them via a temporary stored procedure, aka the ""Stored Procedure Permissions"" vulnerability.",MEDIUM,
CVE-2000-0641,2000-07-08T04:00:00.000,2025-04-03T01:03:51.193,Savant web server allows remote attackers to execute arbitrary commands via a long GET request.,HIGH,
CVE-2000-0605,2000-07-10T04:00:00.000,2025-04-03T01:03:51.193,Blackboard CourseInfo 4.0 stores the local and SQL administrator user names and passwords in cleartext in a registry key whose access control allows users to access the passwords.,LOW,
CVE-2000-0635,2000-07-10T04:00:00.000,2025-04-03T01:03:51.193,The view_page.html sample page in the MiniVend shopping cart program allows remote attackers to execute arbitrary commands via shell metacharacters.,HIGH,
CVE-2000-0629,2000-07-12T04:00:00.000,2025-04-03T01:03:51.193,"The default configuration of the Sun Java web server 2.0 and earlier allows remote attackers to execute arbitrary commands by uploading Java code to the server via board.html, then directly calling the JSP compiler servlet.",HIGH,
CVE-2000-0642,2000-07-12T04:00:00.000,2025-04-03T01:03:51.193,"The default configuration of WebActive HTTP Server 1.00 stores the web access log active.log in the document root, which allows remote attackers to view the logs by directly requesting the page.",MEDIUM,
CVE-2000-0643,2000-07-12T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in WebActive HTTP Server 1.00 allows remote attackers to cause a denial of service via a long URL.,MEDIUM,
CVE-2000-0660,2000-07-12T04:00:00.000,2025-04-03T01:03:51.193,The WDaemon web server for WorldClient 2.1 allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-0670,2000-07-12T04:00:00.000,2025-04-03T01:03:51.193,The cvsweb CGI script in CVSWeb 1.80 allows remote attackers with write access to a CVS repository to execute arbitrary commands via shell metacharacters.,HIGH,
CVE-2000-0649,2000-07-13T04:00:00.000,2025-04-03T01:03:51.193,IIS 4.0 allows remote attackers to obtain the internal IP address of the server via an HTTP 1.0 request for a web page which is protected by basic authentication and has no realm defined.,LOW,
CVE-2000-0662,2000-07-14T04:00:00.000,2025-04-03T01:03:51.193,Internet Explorer 5.x and Microsoft Outlook allows remote attackers to read arbitrary files by redirecting the contents of an IFRAME using the DHTML Edit Control (DHTMLED).,MEDIUM,
CVE-2000-0623,2000-07-17T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in O'Reilly WebSite Professional web server 2.4 and earlier allows remote attackers to execute arbitrary commands via a long GET request or Referrer header.,HIGH,
CVE-2000-0632,2000-07-17T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in the web archive component of L-Soft Listserv 1.8d and earlier allows remote attackers to execute arbitrary commands via a long query string.,HIGH,
CVE-2000-0626,2000-07-18T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Alibaba web server allows remote attackers to cause a denial of service via a long GET request.,MEDIUM,
CVE-2000-0622,2000-07-19T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Webfind CGI program in O'Reilly WebSite Professional web server 2.x allows remote attackers to execute arbitrary commands via a URL containing a long ""keywords"" parameter.",HIGH,
CVE-2000-0621,2000-07-20T04:00:00.000,2025-04-03T01:03:51.193,"Microsoft Outlook 98 and 2000, and Outlook Express 4.0x and 5.0x, allow remote attackers to read files on the client's system via a malformed HTML message that stores files outside of the cache, aka the ""Cache Bypass"" vulnerability.",HIGH,
CVE-2000-0671,2000-07-21T04:00:00.000,2025-04-03T01:03:51.193,"Roxen web server earlier than 2.0.69 allows allows remote attackers to bypass access restrictions, list directory contents, and read source code by inserting a null character (%00) to the URL.",MEDIUM,
CVE-2000-0652,2000-07-24T04:00:00.000,2025-04-03T01:03:51.193,"IBM WebSphere allows remote attackers to read source code for executable web files by directly calling the default InvokerServlet using a URL which contains the ""/servlet/file"" string.",MEDIUM,
CVE-2000-0278,2000-08-03T04:00:00.000,2025-04-03T01:03:51.193,"The SalesLogix Eviewer allows remote attackers to cause a denial of service by accessing the URL for the slxweb.dll administration program, which does not authenticate the user.",MEDIUM,
CVE-2000-0359,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Trivial HTTP (THTTPd) allows remote attackers to cause a denial of service or execute arbitrary commands via a long If-Modified-Since header.,HIGH,
CVE-2000-0563,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"The URLConnection function in MacOS Runtime Java (MRJ) 2.1 and earlier and the Microsoft virtual machine (VM) for MacOS allows a malicious web site operator to connect to arbitrary hosts using a HTTP redirection, in violation of the Java security model.",HIGH,
CVE-2000-0676,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"Netscape Communicator and Navigator 4.04 through 4.74 allows remote attackers to read arbitrary files by using a Java applet to open a connection to a URL using the ""file"", ""http"", ""https"", and ""ftp"" protocols, as demonstrated by Brown Orifice.",MEDIUM,
CVE-2000-0681,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in BEA WebLogic server proxy plugin allows remote attackers to execute arbitrary commands via a long URL with a .JSP extension.,HIGH,
CVE-2000-0682,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"BEA WebLogic 5.1.x allows remote attackers to read source code for parsed pages by inserting /ConsoleHelp/ into the URL, which invokes the FileServlet.",MEDIUM,
CVE-2000-0683,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"BEA WebLogic 5.1.x allows remote attackers to read source code for parsed pages by inserting /*.shtml/ into the URL, which invokes the SSIServlet.",MEDIUM,
CVE-2000-0684,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"BEA WebLogic 5.1.x does not properly restrict access to the JSPServlet, which could allow remote attackers to compile and execute Java JSP code by directly invoking the servlet on any source file.",HIGH,
CVE-2000-0685,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"BEA WebLogic 5.1.x does not properly restrict access to the PageCompileServlet, which could allow remote attackers to compile and execute Java JHTML code by directly invoking the servlet on any source file.",HIGH,
CVE-2000-0696,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"The administration interface for the dwhttpd web server in Solaris AnswerBook2 does not properly authenticate requests to its supporting CGI scripts, which allows remote attackers to add user accounts to the interface by directly calling the admin CGI script.",HIGH,
CVE-2000-0697,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,The administration interface for the dwhttpd web server in Solaris AnswerBook2 allows interface users to remotely execute commands via shell metacharacters.,HIGH,
CVE-2000-0705,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,ntop running in web mode allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-0706,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflows in ntop running in web mode allows remote attackers to execute arbitrary commands.,HIGH,
CVE-2000-0707,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"PCCS MySQLDatabase Admin Tool Manager 1.2.4 and earlier installs the file dbconnect.inc within the web root, which allows remote attackers to obtain sensitive information such as the administrative password.",HIGH,
CVE-2000-0709,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,The shtml.exe component of Microsoft FrontPage 2000 Server Extensions 1.1 allows remote attackers to cause a denial of service in some components by requesting a URL whose name includes a standard DOS device name.,MEDIUM,
CVE-2000-0710,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,The shtml.exe component of Microsoft FrontPage 2000 Server Extensions 1.1 allows remote attackers to determine the physical path of the server components by requesting an invalid URL whose name includes a standard DOS device name.,MEDIUM,
CVE-2000-0716,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"WorldClient email client in MDaemon 2.8 includes the session ID in the referer field of an HTTP request when the user clicks on a URL, which allows the visited web site to hijack the session ID and read the user's email.",LOW,
CVE-2000-0720,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"news.cgi in GWScripts News Publisher does not properly authenticate requests to add an author to the author index, which allows remote attackers to add new authors by directly posting an HTTP request to the new.cgi program with an addAuthor parameter, and setting the Referer to the news.cgi program.",MEDIUM,
CVE-2000-0727,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"xpdf PDF viewer client earlier than 0.91 does not properly launch a web browser for embedded URL's, which allows an attacker to execute arbitrary commands via a URL that contains shell metacharacters.",HIGH,
CVE-2000-0731,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Worm HTTP server allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-0732,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Worm HTTP server allows remote attackers to cause a denial of service via a long URL.,MEDIUM,
CVE-2000-0738,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"WebShield SMTP 4.5 allows remote attackers to cause a denial of service by sending e-mail with a From: address that has a . (period) at the end, which causes WebShield to continuously send itself copies of the e-mail.",MEDIUM,
CVE-2000-0739,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in strong.exe program in NAI Net Tools PKI server 1.0 before HotFix 3 allows remote attackers to read arbitrary files via a .. (dot dot) attack in an HTTPS request to the enrollment server.,MEDIUM,
CVE-2000-0740,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in strong.exe program in NAI Net Tools PKI server 1.0 before HotFix 3 allows remote attackers to execute arbitrary commands via a long URL in the HTTPS port.,MEDIUM,
CVE-2000-0745,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"admin.php3 in PHP-Nuke does not properly verify the PHP-Nuke administrator password, which allows remote attackers to gain privileges by requesting a URL that does not specify the aid or pwd parameter.",HIGH,
CVE-2000-0746,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"Vulnerabilities in IIS 4.0 and 5.0 do not properly protect against cross-site scripting (CSS) attacks.  They allow a malicious web site operator to embed scripts in a link to a trusted site, which are returned without quoting in an error message back to the client.  The client then executes those scripts in the same context as the trusted site, aka the ""IIS Cross-Site Scripting"" vulnerabilities.",HIGH,
CVE-2000-0758,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,The web interface for Lyris List Manager 3 and 4 allows list subscribers to obtain administrative access by modifying the value of the list_admin hidden form field.,MEDIUM,
CVE-2000-0765,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in the HTML interpreter in Microsoft Office 2000 allows an attacker to execute arbitrary commands via a long embedded object tag, aka the ""Microsoft Office HTML Object Tag"" vulnerability.",MEDIUM,
CVE-2000-0766,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in vqSoft vqServer 1.4.49 allows remote attackers to cause a denial of service or possibly gain privileges via a long HTTP GET request.,HIGH,
CVE-2000-0767,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"The ActiveX control for invoking a scriptlet in Internet Explorer 4.x and 5.x renders arbitrary file types instead of HTML, which allows an attacker to read arbitrary files, aka the ""Scriptlet Rendering"" vulnerability.",LOW,
CVE-2000-0769,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"O'Reilly WebSite Pro 2.3.7 installs the uploader.exe program with execute permissions for all users, which allows remote attackers to create and execute arbitrary files by directly calling uploader.exe.",HIGH,
CVE-2000-0773,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"Bajie HTTP web server 0.30a allows remote attackers to read arbitrary files via a URL that contains a ""...."", a variant of the dot dot directory traversal attack.",MEDIUM,
CVE-2000-0774,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"The sample Java servlet ""test"" in Bajie HTTP web server 0.30a reveals the real pathname of the web document root.",MEDIUM,
CVE-2000-0775,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in RobTex Viking server earlier than 1.06-370 allows remote attackers to cause a denial of service or execute arbitrary commands via a long HTTP GET request, or long Unless-Modified-Since, If-Range, or If-Modified-Since headers.",HIGH,
CVE-2000-0776,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,Mediahouse Statistics Server 5.02x allows remote attackers to execute arbitrary commands via a long HTTP GET request.,HIGH,
CVE-2000-0778,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"IIS 5.0 allows remote attackers to obtain source code for .ASP files and other scripts via an HTTP GET request with a ""Translate: f"" header, aka the ""Specialized Header"" vulnerability.",MEDIUM,
CVE-2000-0780,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,The web server in IPSWITCH IMail 6.04 and earlier allows remote attackers to read and delete arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-0787,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,IRC Xchat client versions 1.4.2 and earlier allows remote attackers to execute arbitrary commands by encoding shell metacharacters into a URL which XChat uses to launch a web browser.,HIGH,
CVE-2000-0790,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,The web-based folder display capability in Microsoft Internet Explorer 5.5 on Windows 98 allows local users to insert Trojan horse programs by modifying the Folder.htt file and using the InvokeVerb method in the ShellDefView ActiveX control to specify a default execute option for the first file that is listed in the folder.,MEDIUM,
CVE-2000-0791,2000-10-20T04:00:00.000,2025-04-03T01:03:51.193,"Trustix installs the httpsd program for Apache-SSL with world-writeable permissions, which allows local users to replace it with a Trojan horse.",MEDIUM,
CVE-2000-0812,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,The administration module in Sun Java web server allows remote attackers to execute arbitrary commands by uploading Java code to the module and invoke the com.sun.server.http.pagecompile.jsp92.JspServlet by requesting a URL that begins with a /servlet/ tag.,HIGH,
CVE-2000-0827,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in the web authorization form of Mobius DocumentDirect for the Internet 1.2 allows remote attackers to cause a denial of service or execute arbitrary commands via a long username.,HIGH,
CVE-2000-0830,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,"annclist.exe in webTV for Windows allows remote attackers to cause a denial of service by via a large, malformed UDP packet to ports 22701 through 22705.",MEDIUM,
CVE-2000-0836,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in CamShot WebCam Trial2.6 allows remote attackers to execute arbitrary commands via a long Authorization header.,HIGH,
CVE-2000-0838,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,Fastream FUR HTTP server 1.0b allows remote attackers to cause a denial of service via a long GET request.,MEDIUM,
CVE-2000-0842,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,"The search97cgi/vtopic"" in the UnixWare 7 scohelphttp webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.",MEDIUM,
CVE-2000-0848,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in IBM WebSphere web application server (WAS) allows remote attackers to execute arbitrary commands via a long Host:  request header.,HIGH,
CVE-2000-0859,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,The web configuration server for NTMail V5 and V6 allows remote attackers to cause a denial of service via a series of partial HTTP requests.,MEDIUM,
CVE-2000-0860,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,The file upload capability in PHP versions 3 and 4 allows remote attackers to read arbitrary files by setting hidden form fields whose names match the names of internal PHP script variables.,MEDIUM,
CVE-2000-0869,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,"The default configuration of Apache 1.3.12 in SuSE Linux 6.4 enables WebDAV, which allows remote attackers to list arbitrary directories via the PROPFIND HTTP request method.",MEDIUM,
CVE-2000-0872,2000-11-14T05:00:00.000,2025-04-03T01:03:51.193,explorer.php in PhotoAlbum 0.9.9 allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-1223,2000-11-20T05:00:00.000,2025-04-03T01:03:51.193,quikstore.cgi in Quikstore Shopping Cart allows remote attackers to execute arbitrary commands via shell metacharacters in the URL portion of an HTTP GET request.,HIGH,
CVE-2000-1224,2000-11-23T05:00:00.000,2025-04-03T01:03:51.193,"Caucho Technology Resin 1.2 and possibly earlier allows remote attackers to view JSP source via an HTTP request to a .jsp file with certain characters appended to the file name, such as (1) "".."", (2) ""%2e.."", (3) ""%81"", (4) ""%82"", and others.",MEDIUM,
CVE-2000-1005,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in html_web_store.cgi and web_store.cgi CGI programs in eXtropia WebStore allows remote attackers to read arbitrary files via a .. (dot dot) attack on the page parameter.,MEDIUM,
CVE-2000-1014,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Format string vulnerability in the search97.cgi CGI script in SCO help http server for Unixware 7 allows remote attackers to execute arbitrary commands via format characters in the queryText parameter.,HIGH,
CVE-2000-1016,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"The default configuration of Apache (httpd.conf) on SuSE 6.4 includes an alias for the /usr/doc directory, which allows remote attackers to read package documentation and obtain system configuration information via an HTTP request for the /doc/packages URL.",MEDIUM,
CVE-2000-1017,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Webteachers Webdata allows remote attackers with valid Webdata accounts to read arbitrary files by posting a request to import the file into the WebData database.,MEDIUM,
CVE-2000-1021,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Heap overflow in WebConfig in Mdaemon 3.1.1 and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long URL.,HIGH,
CVE-2000-1024,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"eWave ServletExec 3.0C and earlier does not restrict access to the UploadServlet Java/JSP servlet, which allows remote attackers to upload files and execute arbitrary commands.",HIGH,
CVE-2000-1025,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"eWave ServletExec JSP/Java servlet engine, versions 3.0C and earlier, allows remote attackers to cause a denial of service via a URL that contains the ""/servlet/"" string, which invokes the ServletExec servlet and causes an exception if the servlet is already running.",MEDIUM,
CVE-2000-1030,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"CS&T CorporateTime for the Web returns different error messages for invalid usernames and invalid passwords, which allows remote attackers to determine valid usernames on the server.",MEDIUM,
CVE-2000-1034,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in the System Monitor ActiveX control in Windows 2000 allows remote attackers to execute arbitrary commands via a long LogFileName parameter in HTML source code, aka the ""ActiveX Parameter Validation"" vulnerability.",HIGH,
CVE-2000-1036,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Extent RBS ISP web server allows remote attackers to read sensitive information via a .. (dot dot) attack on the Image parameter.,MEDIUM,
CVE-2000-1037,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"Check Point Firewall-1 session agent 3.0 through 4.1 generates different error messages for invalid user names versus invalid passwords, which allows remote attackers to determine valid usernames and guess a password via a brute force attack.",HIGH,
CVE-2000-1038,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,The web administration interface for IBM AS/400 Firewall allows remote attackers to cause a denial of service via an empty GET request.,MEDIUM,
CVE-2000-1048,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in the logfile service of Wingate 4.1 Beta A and earlier allows remote attackers to read arbitrary files via a .. (dot dot) attack via an HTTP GET request that uses encoded characters in the URL.,MEDIUM,
CVE-2000-1049,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"Allaire JRun 3.0 http servlet server allows remote attackers to cause a denial of service via a URL that contains a long string of ""."" characters.",MEDIUM,
CVE-2000-1050,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"Allaire JRun 3.0 http servlet server allows remote attackers to directly access the WEB-INF directory via a URL request that contains an extra ""/"" in the beginning of the request (aka the ""extra leading slash"").",MEDIUM,
CVE-2000-1053,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Allaire JRun 2.3.3 server allows remote attackers to compile and execute JSP code by inserting it via a cross-site scripting (CSS) attack and directly calling the com.livesoftware.jrun.plugins.JSP JSP servlet.,HIGH,
CVE-2000-1059,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"The default configuration of the Xsession file in Mandrake Linux 7.1 and 7.0 bypasses the Xauthority access control mechanism with an ""xhost + localhost"" command, which allows local users to sniff X Windows events and gain privileges.",HIGH,
CVE-2000-1061,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"Microsoft Virtual Machine (VM) in Internet Explorer 4.x and 5.x allows an unsigned applet to create and use ActiveX controls, which allows a remote attacker to bypass Internet Explorer's security settings and execute arbitrary commands via a malicious web page or email, aka the ""Microsoft VM ActiveX Component"" vulnerability.",MEDIUM,
CVE-2000-1070,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"pollit.cgi in Poll It 2.01 and earlier uses data files that are located under the web document root, which allows remote attackers to access sensitive or private information.",MEDIUM,
CVE-2000-1073,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"csstart program in iCal 2.1 Patch 2 searches for the cshttpd program in the current working directory, which allows local users to gain root privileges by creating a Trojan Horse cshttpd program in a directory and calling csstart from that directory.",HIGH,
CVE-2000-1077,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in the SHTML logging functionality of iPlanet Web Server 4.x allows remote attackers to execute arbitrary commands via a long filename with a .shtml extension.,HIGH,
CVE-2000-1078,2000-12-11T05:00:00.000,2025-04-03T01:03:51.193,"ICQ Web Front HTTPd allows remote attackers to cause a denial of service by requesting a URL that contains a ""?"" character.",MEDIUM,
CVE-2000-0817,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in the HTTP protocol parser for Microsoft Network Monitor (Netmon) allows remote attackers to execute arbitrary commands via malformed data, aka the ""Netmon Protocol Parsing"" vulnerability.",HIGH,
CVE-2000-0884,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"IIS 4.0 and 5.0 allows remote attackers to read documents outside of the web root, and possibly execute arbitrary commands, via malformed URLs that contain UNICODE encoded characters, aka the ""Web Server Folder Traversal"" vulnerability.",HIGH,
CVE-2000-0885,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflows in Microsoft Network Monitor (Netmon) allow remote attackers to execute arbitrary commands via a long Browser Name in a CIFS Browse Frame, a long SNMP community name, or a long username or filename in an SMB session, aka the ""Netmon Protocol Parsing"" vulnerability.  NOTE: It is highly likely that this candidate will be split into multiple candidates.",HIGH,
CVE-2000-0886,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"IIS 5.0 allows remote attackers to execute arbitrary commands via a malformed request for an executable file whose name is appended with operating system commands, aka the ""Web Server File Request Parsing"" vulnerability.",HIGH,
CVE-2000-0900,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in ssi CGI program in thttpd 2.19 and earlier allows remote attackers to read arbitrary files via a ""%2e%2e"" string, a variation of the .. (dot dot) attack.",HIGH,
CVE-2000-0902,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,getalbum.php in PhotoAlbum before 0.9.9 allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-0903,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Voyager web server 2.01B in the demo disks for QNX 405 allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-0904,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Voyager web server 2.01B in the demo disks for QNX 405 stores sensitive web client information in the .photon directory in the web document root, which allows remote attackers to obtain that information.",MEDIUM,
CVE-2000-0905,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,QNX Embedded Resource Manager in Voyager web server 2.01B in the demo disks for QNX 405 allows remote attackers to read sensitive system statistics information via the embedded.html web page.,MEDIUM,
CVE-2000-0908,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,BrowseGate 2.80 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via long Authorization or Referer MIME headers in the HTTP request.,MEDIUM,
CVE-2000-0912,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"MultiHTML CGI script allows remote attackers to read arbitrary files and possibly execute arbitrary commands by specifying the file name to the ""multi"" parameter.",MEDIUM,
CVE-2000-0919,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in PHPix Photo Album 1.0.2 and earlier allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2000-0920,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in BOA web server 0.94.8.2 and earlier allows remote attackers to read arbitrary files via a modified .. (dot dot) attack in the GET HTTP request that uses a ""%2E"" instead of a "".""",MEDIUM,
